Dataset,Mixture 1,Mixture 2,Experimental Values,augmentation_Action
Ravia 5,11847,91,0.6,remove_1-2
Ravia 5,11848,91,0.6,remove_1-2
Ravia 5,11849,92,0.633333333,add_1-2
Ravia 5,11850,92,0.633333333,add_1-2
Ravia 5,11851,92,0.633333333,add_1-2
Ravia 5,11852,92,0.633333333,add_1-2
Ravia 5,11853,92,0.633333333,add_1-2
Ravia 5,11854,92,0.633333333,add_1-2
Ravia 5,11855,92,0.633333333,add_1-2
Ravia 5,11856,92,0.633333333,add_1-2
Ravia 5,11857,82,0.633333333,add_2-1
Ravia 5,11858,82,0.633333333,add_2-1
Ravia 5,11859,82,0.633333333,add_2-1
Ravia 5,11860,82,0.633333333,add_2-1
Ravia 5,11861,82,0.633333333,add_2-1
Ravia 5,11862,82,0.633333333,add_2-1
Ravia 5,11863,82,0.633333333,add_2-1
Ravia 5,11864,82,0.633333333,add_2-1
Ravia 5,11865,82,0.633333333,add_2-1
Ravia 5,11866,82,0.633333333,add_2-1
Ravia 5,11867,82,0.633333333,add_2-1
Ravia 5,11868,92,0.633333333,remove_1-2
Ravia 5,11869,92,0.633333333,remove_1-2
Ravia 5,11870,92,0.633333333,remove_1-2
Ravia 5,11871,92,0.633333333,remove_1-2
Ravia 5,11872,92,0.633333333,remove_1-2
Ravia 5,11873,92,0.633333333,remove_1-2
Ravia 5,11874,92,0.633333333,remove_1-2
Ravia 5,11875,92,0.633333333,remove_1-2
Ravia 5,11876,92,0.633333333,remove_1-2
Ravia 5,11877,92,0.633333333,remove_1-2
Ravia 5,11878,92,0.633333333,remove_1-2
Ravia 5,11879,92,0.633333333,remove_1-2
Ravia 5,11880,92,0.633333333,remove_1-2
Ravia 5,11881,92,0.633333333,remove_1-2
Ravia 5,11882,92,0.633333333,remove_1-2
Ravia 5,11883,93,0.433333333,add_1-2
Ravia 5,11884,93,0.433333333,add_1-2
Ravia 5,11885,93,0.433333333,add_1-2
Ravia 5,11886,93,0.433333333,add_1-2
Ravia 5,11887,93,0.433333333,add_1-2
Ravia 5,11888,93,0.433333333,add_1-2
Ravia 5,11889,93,0.433333333,add_1-2
Ravia 5,11890,93,0.433333333,add_1-2
Ravia 5,11891,93,0.433333333,add_1-2
Ravia 5,11892,93,0.433333333,add_1-2
Ravia 5,11893,83,0.433333333,add_2-1
Ravia 5,11894,83,0.433333333,add_2-1
Ravia 5,11895,83,0.433333333,add_2-1
Ravia 5,11896,83,0.433333333,add_2-1
Ravia 5,11897,83,0.433333333,add_2-1
Ravia 5,11898,83,0.433333333,add_2-1
Ravia 5,11899,93,0.433333333,remove_1-2
Ravia 5,11900,93,0.433333333,remove_1-2
Ravia 5,11901,93,0.433333333,remove_1-2
Ravia 5,11902,93,0.433333333,remove_1-2
Ravia 5,11903,93,0.433333333,remove_1-2
Ravia 5,11904,93,0.433333333,remove_1-2
Ravia 5,11905,94,0.433333333,add_1-2
Ravia 5,11906,94,0.433333333,add_1-2
Ravia 5,11907,94,0.433333333,add_1-2
Ravia 5,11908,94,0.433333333,add_1-2
Ravia 5,11909,94,0.433333333,add_1-2
Ravia 5,11910,94,0.433333333,add_1-2
Ravia 5,11911,94,0.433333333,add_1-2
Ravia 5,11912,94,0.433333333,add_1-2
Ravia 5,11913,94,0.433333333,add_1-2
Ravia 5,11914,94,0.433333333,add_1-2
Ravia 5,11915,94,0.433333333,add_1-2
Ravia 5,11916,84,0.433333333,add_2-1
Ravia 5,11917,84,0.433333333,add_2-1
Ravia 5,11918,84,0.433333333,add_2-1
Ravia 5,11919,84,0.433333333,add_2-1
Ravia 5,11920,84,0.433333333,add_2-1
Ravia 5,11921,84,0.433333333,add_2-1
Ravia 5,11922,84,0.433333333,add_2-1
Ravia 5,11923,94,0.433333333,remove_1-2
Ravia 5,11924,94,0.433333333,remove_1-2
Ravia 5,11925,94,0.433333333,remove_1-2
Ravia 5,11926,94,0.433333333,remove_1-2
Ravia 5,11927,94,0.433333333,remove_1-2
Ravia 5,11928,94,0.433333333,remove_1-2
Ravia 5,11929,94,0.433333333,remove_1-2
Ravia 5,11930,94,0.433333333,remove_1-2
Ravia 5,11931,94,0.433333333,remove_1-2
Ravia 5,11932,94,0.433333333,remove_1-2
Ravia 5,11933,94,0.433333333,remove_1-2
Ravia 5,11934,94,0.433333333,remove_1-2
Ravia 5,11935,94,0.433333333,remove_1-2
Ravia 5,11936,94,0.433333333,remove_1-2
Ravia 5,11937,94,0.433333333,remove_1-2
Ravia 5,11938,94,0.433333333,remove_1-2
Ravia 5,11939,94,0.433333333,remove_1-2
Ravia 5,11940,95,0.666666667,add_1-2
Ravia 5,11941,95,0.666666667,add_1-2
Ravia 5,11942,95,0.666666667,add_1-2
Ravia 5,11943,95,0.666666667,add_1-2
Ravia 5,11944,95,0.666666667,add_1-2
Ravia 5,11945,95,0.666666667,add_1-2
Ravia 5,11946,95,0.666666667,add_1-2
Ravia 5,11947,85,0.666666667,add_2-1
Ravia 5,11948,85,0.666666667,add_2-1
Ravia 5,11949,85,0.666666667,add_2-1
Ravia 5,11950,85,0.666666667,add_2-1
Ravia 5,11951,85,0.666666667,add_2-1
Ravia 5,11952,85,0.666666667,add_2-1
Ravia 5,11953,85,0.666666667,add_2-1
Ravia 5,11954,85,0.666666667,add_2-1
Ravia 5,11955,85,0.666666667,add_2-1
Ravia 5,11956,85,0.666666667,add_2-1
Ravia 5,11957,95,0.666666667,remove_1-2
Ravia 5,11958,95,0.666666667,remove_1-2
Ravia 5,11959,95,0.666666667,remove_1-2
Ravia 5,11960,95,0.666666667,remove_1-2
Ravia 5,11961,95,0.666666667,remove_1-2
Ravia 5,11962,95,0.666666667,remove_1-2
Ravia 5,11963,95,0.666666667,remove_1-2
Ravia 5,11964,96,0.466666667,add_1-2
Ravia 5,11965,96,0.466666667,add_1-2
Ravia 5,11966,96,0.466666667,add_1-2
Ravia 5,11967,96,0.466666667,add_1-2
Ravia 5,11968,96,0.466666667,add_1-2
Ravia 5,11969,96,0.466666667,add_1-2
Ravia 5,11970,96,0.466666667,add_1-2
Ravia 5,11971,96,0.466666667,add_1-2
Ravia 5,11972,96,0.466666667,add_1-2
Ravia 5,11973,86,0.466666667,add_2-1
Ravia 5,11974,86,0.466666667,add_2-1
Ravia 5,11975,86,0.466666667,add_2-1
Ravia 5,11976,86,0.466666667,add_2-1
Ravia 5,11977,86,0.466666667,add_2-1
Ravia 5,11978,86,0.466666667,add_2-1
Ravia 5,11979,86,0.466666667,add_2-1
Ravia 5,11980,86,0.466666667,add_2-1
Ravia 5,11981,96,0.466666667,remove_1-2
Ravia 5,11982,96,0.466666667,remove_1-2
Ravia 5,11983,96,0.466666667,remove_1-2
Ravia 5,11984,96,0.466666667,remove_1-2
Ravia 5,11985,96,0.466666667,remove_1-2
Ravia 5,11986,96,0.466666667,remove_1-2
Ravia 5,11987,96,0.466666667,remove_1-2
Ravia 5,11988,96,0.466666667,remove_1-2
Ravia 5,11989,96,0.466666667,remove_1-2
Ravia 5,11990,96,0.466666667,remove_1-2
Ravia 5,11991,96,0.466666667,remove_1-2
Ravia 5,11992,96,0.466666667,remove_1-2
Ravia 5,11993,96,0.466666667,remove_1-2
Ravia 5,11994,96,0.466666667,remove_1-2
Ravia 5,11995,96,0.466666667,remove_1-2
Ravia 5,11996,96,0.466666667,remove_1-2
Ravia 5,11997,96,0.466666667,remove_1-2
Ravia 5,11998,96,0.466666667,remove_1-2
Ravia 5,11999,96,0.466666667,remove_1-2
Ravia 5,12000,96,0.466666667,remove_1-2
Ravia 5,12001,96,0.466666667,remove_1-2
Ravia 5,12002,97,0.133333333,add_1-2
Ravia 5,12003,97,0.133333333,add_1-2
Ravia 5,12004,97,0.133333333,add_1-2
Ravia 5,12005,97,0.133333333,add_1-2
Ravia 5,12006,97,0.133333333,add_1-2
Ravia 5,12007,97,0.133333333,add_1-2
Ravia 5,12008,97,0.133333333,add_1-2
Ravia 5,12009,97,0.133333333,add_1-2
Ravia 5,12010,87,0.133333333,add_2-1
Ravia 5,12011,87,0.133333333,add_2-1
Ravia 5,12012,87,0.133333333,add_2-1
Ravia 5,12013,87,0.133333333,add_2-1
Ravia 5,12014,87,0.133333333,add_2-1
Ravia 5,12015,87,0.133333333,add_2-1
Ravia 5,12016,87,0.133333333,add_2-1
Ravia 5,12017,87,0.133333333,add_2-1
Ravia 5,12018,87,0.133333333,add_2-1
Ravia 5,12019,87,0.133333333,add_2-1
Ravia 5,12020,87,0.133333333,add_2-1
Ravia 5,12021,97,0.133333333,remove_1-2
Ravia 5,12022,97,0.133333333,remove_1-2
Ravia 5,12023,97,0.133333333,remove_1-2
Ravia 5,12024,97,0.133333333,remove_1-2
Ravia 5,12025,97,0.133333333,remove_1-2
Ravia 5,12026,97,0.133333333,remove_1-2
Ravia 5,12027,97,0.133333333,remove_1-2
Ravia 5,12028,97,0.133333333,remove_1-2
Ravia 5,12029,97,0.133333333,remove_1-2
Ravia 5,12030,97,0.133333333,remove_1-2
Ravia 5,12031,97,0.133333333,remove_1-2
Ravia 5,12032,97,0.133333333,remove_1-2
Ravia 5,12033,97,0.133333333,remove_1-2
Ravia 5,12034,97,0.133333333,remove_1-2
Ravia 5,12035,97,0.133333333,remove_1-2
Ravia 5,12036,97,0.133333333,remove_1-2
Ravia 5,12037,97,0.133333333,remove_1-2
Ravia 5,12038,97,0.133333333,remove_1-2
Ravia 5,12039,98,0.266666667,add_1-2
Ravia 5,12040,98,0.266666667,add_1-2
Ravia 5,12041,98,0.266666667,add_1-2
Ravia 5,12042,98,0.266666667,add_1-2
Ravia 5,12043,98,0.266666667,add_1-2
Ravia 5,12044,98,0.266666667,add_1-2
Ravia 5,12045,98,0.266666667,add_1-2
Ravia 5,12046,98,0.266666667,add_1-2
Ravia 5,12047,88,0.266666667,add_2-1
Ravia 5,12048,88,0.266666667,add_2-1
Ravia 5,12049,88,0.266666667,add_2-1
Ravia 5,12050,88,0.266666667,add_2-1
Ravia 5,12051,88,0.266666667,add_2-1
Ravia 5,12052,88,0.266666667,add_2-1
Ravia 5,12053,98,0.266666667,remove_1-2
Ravia 5,12054,98,0.266666667,remove_1-2
Ravia 5,12055,98,0.266666667,remove_1-2
Ravia 5,12056,98,0.266666667,remove_1-2
Ravia 5,12057,98,0.266666667,remove_1-2
Ravia 5,12058,98,0.266666667,remove_1-2
Ravia 5,12059,98,0.266666667,remove_1-2
Ravia 5,12060,99,0.233333333,add_1-2
Ravia 5,12061,99,0.233333333,add_1-2
Ravia 5,12062,99,0.233333333,add_1-2
Ravia 5,12063,99,0.233333333,add_1-2
Ravia 5,12064,99,0.233333333,add_1-2
Ravia 5,12065,99,0.233333333,add_1-2
Ravia 5,12066,99,0.233333333,add_1-2
Ravia 5,12067,99,0.233333333,add_1-2
Ravia 5,12068,99,0.233333333,add_1-2
Ravia 5,12069,99,0.233333333,add_1-2
Ravia 5,12070,99,0.233333333,add_1-2
Ravia 5,12071,89,0.233333333,add_2-1
Ravia 5,12072,89,0.233333333,add_2-1
Ravia 5,12073,89,0.233333333,add_2-1
Ravia 5,12074,89,0.233333333,add_2-1
Ravia 5,12075,89,0.233333333,add_2-1
Ravia 5,12076,89,0.233333333,add_2-1
Ravia 5,12077,89,0.233333333,add_2-1
Ravia 5,12078,89,0.233333333,add_2-1
Ravia 5,12079,99,0.233333333,remove_1-2
Ravia 5,12080,99,0.233333333,remove_1-2
Ravia 5,12081,99,0.233333333,remove_1-2
Ravia 5,12082,99,0.233333333,remove_1-2
Ravia 5,12083,99,0.233333333,remove_1-2
Ravia 5,12084,99,0.233333333,remove_1-2
Ravia 5,12085,99,0.233333333,remove_1-2
Ravia 5,12086,99,0.233333333,remove_1-2
Ravia 5,12087,99,0.233333333,remove_1-2
Ravia 5,12088,99,0.233333333,remove_1-2
Ravia 5,12089,99,0.233333333,remove_1-2
Ravia 5,12090,99,0.233333333,remove_1-2
Ravia 5,12091,99,0.233333333,remove_1-2
Ravia 5,12092,99,0.233333333,remove_1-2
Ravia 5,12093,99,0.233333333,remove_1-2
Ravia 5,12094,100,0.433333333,add_1-2
Ravia 5,12095,100,0.433333333,add_1-2
Ravia 5,12096,100,0.433333333,add_1-2
Ravia 5,12097,100,0.433333333,add_1-2
Ravia 5,12098,100,0.433333333,add_1-2
Ravia 5,12099,100,0.433333333,add_1-2
Ravia 5,12100,100,0.433333333,add_1-2
Ravia 5,12101,100,0.433333333,add_1-2
Ravia 5,12102,100,0.433333333,add_1-2
Ravia 5,12103,100,0.433333333,add_1-2
Ravia 5,12104,100,0.433333333,add_1-2
Ravia 5,12105,100,0.433333333,add_1-2
Ravia 5,12106,90,0.433333333,add_2-1
Ravia 5,12107,90,0.433333333,add_2-1
Ravia 5,12108,90,0.433333333,add_2-1
Ravia 5,12109,90,0.433333333,add_2-1
Ravia 5,12110,90,0.433333333,add_2-1
Ravia 5,12111,90,0.433333333,add_2-1
Ravia 5,12112,90,0.433333333,add_2-1
Ravia 5,12113,100,0.433333333,remove_1-2
Ravia 5,12114,100,0.433333333,remove_1-2
Ravia 5,12115,100,0.433333333,remove_1-2
Ravia 5,12116,100,0.433333333,remove_1-2
Ravia 5,12117,100,0.433333333,remove_1-2
Ravia 5,12118,100,0.433333333,remove_1-2
Ravia 5,12119,111,0.433333333,add_1-2
Ravia 5,12120,111,0.433333333,add_1-2
Ravia 5,12121,111,0.433333333,add_1-2
Ravia 5,12122,111,0.433333333,add_1-2
Ravia 5,12123,111,0.433333333,add_1-2
Ravia 5,12124,111,0.433333333,add_1-2
Ravia 5,12125,111,0.433333333,add_1-2
Ravia 5,12126,111,0.433333333,add_1-2
Ravia 5,12127,111,0.433333333,add_1-2
Ravia 5,12128,101,0.433333333,add_2-1
Ravia 5,12129,101,0.433333333,add_2-1
Ravia 5,12130,101,0.433333333,add_2-1
Ravia 5,12131,101,0.433333333,add_2-1
Ravia 5,12132,101,0.433333333,add_2-1
Ravia 5,12133,101,0.433333333,add_2-1
Ravia 5,12134,101,0.433333333,add_2-1
Ravia 5,12135,101,0.433333333,add_2-1
Ravia 5,12136,101,0.433333333,add_2-1
Ravia 5,12137,111,0.433333333,remove_1-2
Ravia 5,12138,111,0.433333333,remove_1-2
Ravia 5,12139,111,0.433333333,remove_1-2
Ravia 5,12140,111,0.433333333,remove_1-2
Ravia 5,12141,111,0.433333333,remove_1-2
Ravia 5,12142,111,0.433333333,remove_1-2
Ravia 5,12143,111,0.433333333,remove_1-2
Ravia 5,12144,111,0.433333333,remove_1-2
Ravia 5,12145,111,0.433333333,remove_1-2
Ravia 5,12146,111,0.433333333,remove_1-2
Ravia 5,12147,111,0.433333333,remove_1-2
Ravia 5,12148,111,0.433333333,remove_1-2
Ravia 5,12149,111,0.433333333,remove_1-2
Ravia 5,12150,112,0.333333333,add_1-2
Ravia 5,12151,112,0.333333333,add_1-2
Ravia 5,12152,112,0.333333333,add_1-2
Ravia 5,12153,112,0.333333333,add_1-2
Ravia 5,12154,112,0.333333333,add_1-2
Ravia 5,12155,112,0.333333333,add_1-2
Ravia 5,12156,112,0.333333333,add_1-2
Ravia 5,12157,112,0.333333333,add_1-2
Ravia 5,12158,112,0.333333333,add_1-2
Ravia 5,12159,112,0.333333333,add_1-2
Ravia 5,12160,112,0.333333333,add_1-2
Ravia 5,12161,112,0.333333333,add_1-2
Ravia 5,12162,112,0.333333333,add_1-2
Ravia 5,12163,112,0.333333333,add_1-2
Ravia 5,12164,102,0.333333333,add_2-1
Ravia 5,12165,102,0.333333333,add_2-1
Ravia 5,12166,102,0.333333333,add_2-1
Ravia 5,12167,102,0.333333333,add_2-1
Ravia 5,12168,102,0.333333333,add_2-1
Ravia 5,12169,102,0.333333333,add_2-1
Ravia 5,12170,112,0.333333333,remove_1-2
Ravia 5,12171,112,0.333333333,remove_1-2
Ravia 5,12172,112,0.333333333,remove_1-2
Ravia 5,12173,112,0.333333333,remove_1-2
Ravia 5,12174,112,0.333333333,remove_1-2
Ravia 5,12175,112,0.333333333,remove_1-2
Ravia 5,12176,112,0.333333333,remove_1-2
Ravia 5,12177,112,0.333333333,remove_1-2
Ravia 5,12178,112,0.333333333,remove_1-2
Ravia 5,12179,112,0.333333333,remove_1-2
Ravia 5,12180,113,0.766666667,add_1-2
Ravia 5,12181,113,0.766666667,add_1-2
Ravia 5,12182,113,0.766666667,add_1-2
Ravia 5,12183,113,0.766666667,add_1-2
Ravia 5,12184,113,0.766666667,add_1-2
Ravia 5,12185,103,0.766666667,add_2-1
Ravia 5,12186,103,0.766666667,add_2-1
Ravia 5,12187,103,0.766666667,add_2-1
Ravia 5,12188,103,0.766666667,add_2-1
Ravia 5,12189,103,0.766666667,add_2-1
Ravia 5,12190,103,0.766666667,add_2-1
Ravia 5,12191,103,0.766666667,add_2-1
Ravia 5,12192,103,0.766666667,add_2-1
Ravia 5,12193,103,0.766666667,add_2-1
Ravia 5,12194,103,0.766666667,add_2-1
Ravia 5,12195,103,0.766666667,add_2-1
Ravia 5,12196,103,0.766666667,add_2-1
Ravia 5,12197,103,0.766666667,add_2-1
Ravia 5,12198,113,0.766666667,remove_1-2
Ravia 5,12199,113,0.766666667,remove_1-2
Ravia 5,12200,113,0.766666667,remove_1-2
Ravia 5,12201,113,0.766666667,remove_1-2
Ravia 5,12202,113,0.766666667,remove_1-2
Ravia 5,12203,113,0.766666667,remove_1-2
Ravia 5,12204,113,0.766666667,remove_1-2
Ravia 5,12205,113,0.766666667,remove_1-2
Ravia 5,12206,113,0.766666667,remove_1-2
Ravia 5,12207,113,0.766666667,remove_1-2
Ravia 5,12208,113,0.766666667,remove_1-2
Ravia 5,12209,113,0.766666667,remove_1-2
Ravia 5,12210,113,0.766666667,remove_1-2
Ravia 5,12211,113,0.766666667,remove_1-2
Ravia 5,12212,113,0.766666667,remove_1-2
Ravia 5,12213,114,0.266666667,add_1-2
Ravia 5,12214,114,0.266666667,add_1-2
Ravia 5,12215,114,0.266666667,add_1-2
Ravia 5,12216,114,0.266666667,add_1-2
Ravia 5,12217,114,0.266666667,add_1-2
Ravia 5,12218,114,0.266666667,add_1-2
Ravia 5,12219,114,0.266666667,add_1-2
Ravia 5,12220,114,0.266666667,add_1-2
Ravia 5,12221,104,0.266666667,add_2-1
Ravia 5,12222,104,0.266666667,add_2-1
Ravia 5,12223,104,0.266666667,add_2-1
Ravia 5,12224,104,0.266666667,add_2-1
Ravia 5,12225,104,0.266666667,add_2-1
Ravia 5,12226,104,0.266666667,add_2-1
Ravia 5,12227,104,0.266666667,add_2-1
Ravia 5,12228,104,0.266666667,add_2-1
Ravia 5,12229,104,0.266666667,add_2-1
Ravia 5,12230,104,0.266666667,add_2-1
Ravia 5,12231,104,0.266666667,add_2-1
Ravia 5,12232,114,0.266666667,remove_1-2
Ravia 5,12233,114,0.266666667,remove_1-2
Ravia 5,12234,114,0.266666667,remove_1-2
Ravia 5,12235,114,0.266666667,remove_1-2
Ravia 5,12236,114,0.266666667,remove_1-2
Ravia 5,12237,114,0.266666667,remove_1-2
Ravia 5,12238,114,0.266666667,remove_1-2
Ravia 5,12239,114,0.266666667,remove_1-2
Ravia 5,12240,114,0.266666667,remove_1-2
Ravia 5,12241,114,0.266666667,remove_1-2
Ravia 5,12242,114,0.266666667,remove_1-2
Ravia 5,12243,114,0.266666667,remove_1-2
Ravia 5,12244,114,0.266666667,remove_1-2
Ravia 5,12245,114,0.266666667,remove_1-2
Ravia 5,12246,114,0.266666667,remove_1-2
Ravia 5,12247,114,0.266666667,remove_1-2
Ravia 5,12248,114,0.266666667,remove_1-2
Ravia 5,12249,114,0.266666667,remove_1-2
Ravia 5,12250,114,0.266666667,remove_1-2
Ravia 5,12251,115,0.633333333,add_1-2
Ravia 5,12252,115,0.633333333,add_1-2
Ravia 5,12253,115,0.633333333,add_1-2
Ravia 5,12254,115,0.633333333,add_1-2
Ravia 5,12255,115,0.633333333,add_1-2
Ravia 5,12256,115,0.633333333,add_1-2
Ravia 5,12257,115,0.633333333,add_1-2
Ravia 5,12258,115,0.633333333,add_1-2
Ravia 5,12259,115,0.633333333,add_1-2
Ravia 5,12260,115,0.633333333,add_1-2
Ravia 5,12261,115,0.633333333,add_1-2
Ravia 5,12262,115,0.633333333,add_1-2
Ravia 5,12263,115,0.633333333,add_1-2
Ravia 5,12264,115,0.633333333,add_1-2
Ravia 5,12265,115,0.633333333,add_1-2
Ravia 5,12266,115,0.633333333,add_1-2
Ravia 5,12267,115,0.633333333,add_1-2
Ravia 5,12268,115,0.633333333,add_1-2
Ravia 5,12269,115,0.633333333,add_1-2
Ravia 5,12270,115,0.633333333,add_1-2
Ravia 5,12271,115,0.633333333,add_1-2
Ravia 5,12272,105,0.633333333,add_2-1
Ravia 5,12273,105,0.633333333,add_2-1
Ravia 5,12274,115,0.633333333,remove_1-2
Ravia 5,12275,115,0.633333333,remove_1-2
Ravia 5,12276,115,0.633333333,remove_1-2
Ravia 5,12277,115,0.633333333,remove_1-2
Ravia 5,12278,115,0.633333333,remove_1-2
Ravia 5,12279,115,0.633333333,remove_1-2
Ravia 5,12280,115,0.633333333,remove_1-2
Ravia 5,12281,115,0.633333333,remove_1-2
Ravia 5,12282,115,0.633333333,remove_1-2
Ravia 5,12283,116,0.433333333,add_1-2
Ravia 5,12284,116,0.433333333,add_1-2
Ravia 5,12285,116,0.433333333,add_1-2
Ravia 5,12286,116,0.433333333,add_1-2
Ravia 5,12287,116,0.433333333,add_1-2
Ravia 5,12288,116,0.433333333,add_1-2
Ravia 5,12289,116,0.433333333,add_1-2
Ravia 5,12290,116,0.433333333,add_1-2
Ravia 5,12291,106,0.433333333,add_2-1
Ravia 5,12292,106,0.433333333,add_2-1
Ravia 5,12293,106,0.433333333,add_2-1
Ravia 5,12294,106,0.433333333,add_2-1
Ravia 5,12295,106,0.433333333,add_2-1
Ravia 5,12296,106,0.433333333,add_2-1
Ravia 5,12297,106,0.433333333,add_2-1
Ravia 5,12298,106,0.433333333,add_2-1
Ravia 5,12299,106,0.433333333,add_2-1
Ravia 5,12300,106,0.433333333,add_2-1
Ravia 5,12301,106,0.433333333,add_2-1
Ravia 5,12302,106,0.433333333,add_2-1
Ravia 5,12303,106,0.433333333,add_2-1
Ravia 5,12304,106,0.433333333,add_2-1
Ravia 5,12305,106,0.433333333,add_2-1
Ravia 5,12306,106,0.433333333,add_2-1
Ravia 5,12307,106,0.433333333,add_2-1
Ravia 5,12308,106,0.433333333,add_2-1
Ravia 5,12309,116,0.433333333,remove_1-2
Ravia 5,12310,116,0.433333333,remove_1-2
Ravia 5,12311,116,0.433333333,remove_1-2
Ravia 5,12312,116,0.433333333,remove_1-2
Ravia 5,12313,116,0.433333333,remove_1-2
Ravia 5,12314,116,0.433333333,remove_1-2
Ravia 5,12315,116,0.433333333,remove_1-2
Ravia 5,12316,116,0.433333333,remove_1-2
Ravia 5,12317,116,0.433333333,remove_1-2
Ravia 5,12318,116,0.433333333,remove_1-2
Ravia 5,12319,117,0.633333333,add_1-2
Ravia 5,12320,117,0.633333333,add_1-2
Ravia 5,12321,117,0.633333333,add_1-2
Ravia 5,12322,117,0.633333333,add_1-2
Ravia 5,12323,117,0.633333333,add_1-2
Ravia 5,12324,117,0.633333333,add_1-2
Ravia 5,12325,117,0.633333333,add_1-2
Ravia 5,12326,117,0.633333333,add_1-2
Ravia 5,12327,117,0.633333333,add_1-2
Ravia 5,12328,117,0.633333333,add_1-2
Ravia 5,12329,117,0.633333333,add_1-2
Ravia 5,12330,117,0.633333333,add_1-2
Ravia 5,12331,117,0.633333333,add_1-2
Ravia 5,12332,117,0.633333333,add_1-2
Ravia 5,12333,117,0.633333333,add_1-2
Ravia 5,12334,117,0.633333333,add_1-2
Ravia 5,12335,117,0.633333333,add_1-2
Ravia 5,12336,117,0.633333333,add_1-2
Ravia 5,12337,117,0.633333333,add_1-2
Ravia 5,12338,117,0.633333333,add_1-2
Ravia 5,12339,107,0.633333333,add_2-1
Ravia 5,12340,107,0.633333333,add_2-1
Ravia 5,12341,107,0.633333333,add_2-1
Ravia 5,12342,117,0.633333333,remove_1-2
Ravia 5,12343,117,0.633333333,remove_1-2
Ravia 5,12344,117,0.633333333,remove_1-2
Ravia 5,12345,117,0.633333333,remove_1-2
Ravia 5,12346,117,0.633333333,remove_1-2
Ravia 5,12347,117,0.633333333,remove_1-2
Ravia 5,12348,117,0.633333333,remove_1-2
Ravia 5,12349,117,0.633333333,remove_1-2
Ravia 5,12350,118,0.3,add_1-2
Ravia 5,12351,118,0.3,add_1-2
Ravia 5,12352,118,0.3,add_1-2
Ravia 5,12353,118,0.3,add_1-2
Ravia 5,12354,118,0.3,add_1-2
Ravia 5,12355,118,0.3,add_1-2
Ravia 5,12356,118,0.3,add_1-2
Ravia 5,12357,118,0.3,add_1-2
Ravia 5,12358,118,0.3,add_1-2
Ravia 5,12359,118,0.3,add_1-2
Ravia 5,12360,118,0.3,add_1-2
Ravia 5,12361,118,0.3,add_1-2
Ravia 5,12362,118,0.3,add_1-2
Ravia 5,12363,118,0.3,add_1-2
Ravia 5,12364,118,0.3,add_1-2
Ravia 5,12365,118,0.3,add_1-2
Ravia 5,12366,118,0.3,add_1-2
Ravia 5,12367,108,0.3,add_2-1
Ravia 5,12368,108,0.3,add_2-1
Ravia 5,12369,108,0.3,add_2-1
Ravia 5,12370,108,0.3,add_2-1
Ravia 5,12371,108,0.3,add_2-1
Ravia 5,12372,118,0.3,remove_1-2
Ravia 5,12373,118,0.3,remove_1-2
Ravia 5,12374,118,0.3,remove_1-2
Ravia 5,12375,118,0.3,remove_1-2
Ravia 5,12376,118,0.3,remove_1-2
Ravia 5,12377,118,0.3,remove_1-2
Ravia 5,12378,118,0.3,remove_1-2
Ravia 5,12379,118,0.3,remove_1-2
Ravia 5,12380,119,0.6,add_1-2
Ravia 5,12381,119,0.6,add_1-2
Ravia 5,12382,119,0.6,add_1-2
Ravia 5,12383,119,0.6,add_1-2
Ravia 5,12384,119,0.6,add_1-2
Ravia 5,12385,119,0.6,add_1-2
Ravia 5,12386,119,0.6,add_1-2
Ravia 5,12387,119,0.6,add_1-2
Ravia 5,12388,119,0.6,add_1-2
Ravia 5,12389,119,0.6,add_1-2
Ravia 5,12390,119,0.6,add_1-2
Ravia 5,12391,109,0.6,add_2-1
Ravia 5,12392,109,0.6,add_2-1
Ravia 5,12393,109,0.6,add_2-1
Ravia 5,12394,109,0.6,add_2-1
Ravia 5,12395,109,0.6,add_2-1
Ravia 5,12396,109,0.6,add_2-1
Ravia 5,12397,109,0.6,add_2-1
Ravia 5,12398,109,0.6,add_2-1
Ravia 5,12399,109,0.6,add_2-1
Ravia 5,12400,109,0.6,add_2-1
Ravia 5,12401,109,0.6,add_2-1
Ravia 5,12402,119,0.6,remove_1-2
Ravia 5,12403,119,0.6,remove_1-2
Ravia 5,12404,119,0.6,remove_1-2
Ravia 5,12405,120,0.333333333,add_1-2
Ravia 5,12406,120,0.333333333,add_1-2
Ravia 5,12407,120,0.333333333,add_1-2
Ravia 5,12408,120,0.333333333,add_1-2
Ravia 5,12409,120,0.333333333,add_1-2
Ravia 5,12410,110,0.333333333,add_2-1
Ravia 5,12411,110,0.333333333,add_2-1
Ravia 5,12412,110,0.333333333,add_2-1
Ravia 5,12413,110,0.333333333,add_2-1
Ravia 5,12414,110,0.333333333,add_2-1
Ravia 5,12415,110,0.333333333,add_2-1
Ravia 5,12416,110,0.333333333,add_2-1
Ravia 5,12417,110,0.333333333,add_2-1
Ravia 5,12418,110,0.333333333,add_2-1
Ravia 5,12419,110,0.333333333,add_2-1
Ravia 5,12420,110,0.333333333,add_2-1
Ravia 5,12421,110,0.333333333,add_2-1
Ravia 5,12422,110,0.333333333,add_2-1
Ravia 5,12423,110,0.333333333,add_2-1
